<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
10/31/23;00:00:00;169.3500000;170.9000000;167.9200000;170.7900000;2.092.955
11/01/23;00:00:00;170.9800000;174.2250000;170.1300000;173.9300000;2.884.146
11/02/23;00:00:00;175.5200000;177.7800000;175.4700000;177.7800000;3.439.009
11/03/23;00:00:00;174.2500000;176.8200000;173.3600000;176.6200000;3.712.831
11/06/23;00:00:00;176.4000000;179.4250000;176.2100000;179.3200000;2.590.437
11/07/23;00:00:00;179.2300000;182.4400000;178.9800000;181.8800000;3.195.423
11/08/23;00:00:00;182.3500000;183.4400000;181.5900000;182.8900000;2.365.384
11/09/23;00:00:00;182.9500000;184.1100000;181.8100000;182.4200000;2.866.733
11/10/23;00:00:00;183.9700000;186.5600000;183.5400000;186.3800000;2.933.175
11/13/23;00:00:00;185.7900000;186.0300000;184.2100000;184.7600000;1.905.449
11/14/23;00:00:00;187.7000000;188.1000000;186.3100000;187.4300000;2.699.944
11/15/23;00:00:00;187.8500000;189.4900000;187.7900000;188.0900000;2.327.878
11/16/23;00:00:00;189.5900000;190.9500000;188.7300000;189.7700000;2.897.755
11/17/23;00:00:00;190.1600000;190.3500000;188.5800000;189.7500000;1.984.242
